ensembl	featureID	exonBaseMean	dispersion	stat	pvalue	padj	control	treated	log2fold_treated_control	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.9	countData.10	countData.11	countData.12	countData.13	countData.14	countData.15	countData.35	transcripts
ENSG00000204991	E024	64.277884	0.007871291	14.33721436	0.000152814	0.027192373	14.85072967	11.94812099	-0.635764846	chr16	89861966	89863441	1476	+	63	75	91	46	57	85	82	25	ENST00000562029.5
ENSG00000161547	E025	227.2166779	0.060794111	14.33458466	0.000153028	0.0271937	17.77409752	30.05562391	1.577741579	chr17	76736835	76737308	474	-	94	177	814	202	207	116	92	212	"c(""ENST00000585202.5"", ""ENST00000508921.7"", ""ENST00000358156.6"", ""ENST00000452355.7"", ""ENST00000583836.1"", ""ENST00000392485.2"", ""ENST00000359995.9"")"
ENSG00000225783	E009	33.20858968	0.003912029	14.33462107	0.000153025	0.0271937	8.351153944	10.9516274	0.787535717	chr22	26657267	26657279	13	+	39	26	56	31	44	22	21	31	"c(""ENST00000422403.5"", ""ENST00000425476.5"", ""ENST00000439738.5"", ""ENST00000436238.5"")"
ENSG00000151892	E014	185.0558292	0.023393127	14.31025802	0.000155018	0.027415232	18.72151118	25.51765637	0.925393378	chr10	116272004	116272275	272	-	129	170	457	182	198	122	98	172	"c(""ENST00000369234.4"", ""ENST00000490345.1"", ""ENST00000355422.10"", ""ENST00000369236.5"", ""ENST00000439649.7"")"
ENSG00000169439	E005	22.07353951	0.032033306	14.31142141	0.000154922	0.027415232	5.938288315	9.434231039	1.341435591	chr8	96494332	96494335	4	+	7	12	49	21	21	16	16	38	ENST00000518385.5
ENSG00000205356	E008	39.18714487	0.016492805	14.29797046	0.000156033	0.027528036	8.49368435	11.95368237	0.993510489	chr7	98217743	98217811	69	-	22	41	116	39	44	19	14	32	"c(""ENST00000447648.6"", ""ENST00000462511.5"", ""ENST00000485716.1"", ""ENST00000490842.5"", ""ENST00000463402.5"")"
ENSG00000151892	E013	110.880758	0.028474965	14.29512817	0.000156269	0.027547218	14.16322559	20.23378591	1.051378423	chr10	116271990	116272003	14	-	75	103	292	98	131	57	59	104	"c(""ENST00000439649.7"", ""ENST00000369234.4"", ""ENST00000369236.5"", ""ENST00000355422.10"")"
ENSG00000155858	E001	18.21016537	0.014743909	14.28974921	0.000156716	0.027593015	5.839371813	8.376188542	1.044800361	chr5	157743695	157744198	504	+	12	19	36	21	14	9	11	27	ENST00000286307.5
ENSG00000184640	E036	111.0227735	0.032355145	14.28523271	0.000157092	0.027614774	13.60225179	20.41267559	1.195809745	chr17	77402390	77402393	4	+	52	79	309	121	135	54	76	88	"c(""ENST00000590586.1"", ""ENST00000587514.1"", ""ENST00000590825.1"", ""ENST00000591198.5"", ""ENST00000431235.6"", ""ENST00000449803.6"", ""ENST00000592420.1"", ""ENST00000589140.1"", ""ENST00000588575.1"", ""ENST00000427674.6"", ""ENST00000590595.1"", ""ENST00000427177.5"", ""ENST00000590294.5"", ""ENST00000329047.12"", ""ENST00000590576.5"", ""ENST00000589070.1"", ""ENST00000588690.5"", ""ENST00000423034.6"", ""ENST00000592098.1"", ""ENST00000591934.1"")"
ENSG00000110697	E002	108.4431221	0.00727864	14.27831354	0.000157671	0.027699786	14.97561388	18.6479294	0.645899718	chr11	67491769	67492296	528	-	59	94	310	99	119	75	46	100	"c(""ENST00000436757.6"", ""ENST00000534749.5"", ""ENST00000356404.7"", ""ENST00000527370.5"")"
ENSG00000071889	E035	27.56573254	0.019304279	14.27379192	0.00015805	0.027733015	6.84336135	10.08793488	1.125553647	chrX	154515969	154516116	148	-	12	22	83	29	30	15	11	27	"c(""ENST00000369643.5"", ""ENST00000322269.10"", ""ENST00000426266.5"", ""ENST00000621967.4"", ""ENST00000497506.5"", ""ENST00000421517.5"", ""ENST00000492763.1"", ""ENST00000369641.7"", ""ENST00000416319.5"", ""ENST00000449971.5"", ""ENST00000412894.5"", ""ENST00000393572.5"", ""ENST00000433619.2"", ""ENST00000447601.6"", ""ENST00000419205.5"", ""ENST00000359889.9"", ""ENST00000442929.1"", ""ENST00000434658.6"", ""ENST00000457212.5"")"
ENSG00000112592	E008	81.72263965	0.005983066	14.26999228	0.00015837	0.027772356	13.5001413	16.4899196	0.586739998	chr6	170561911	170562063	153	+	62	76	160	73	90	66	57	85	"c(""ENST00000540980.5"", ""ENST00000423353.1"", ""ENST00000392092.6"", ""ENST00000230354.10"", ""ENST00000421512.5"")"
ENSG00000044574	E008	356.7519158	0.024552135	14.25810594	0.000159373	0.027898005	25.76004421	34.55900758	0.903635034	chr9	125241005	125241330	326	-	177	325	727	419	459	248	244	302	ENST00000324460.6
ENSG00000145349	E046	19.59417691	0.01691503	14.23956622	0.000160951	0.02805637	5.792362291	8.70673566	1.180458183	chr4	113761564	113761927	364	-	10	10	32	18	19	11	17	41	ENST00000296402.9
ENSG00000173153	E011	16.76828703	0.006576282	14.23676698	0.00016119	0.028081357	5.387494436	7.721175695	1.041669013	chr11	64314239	64314283	45	+	9	9	48	21	19	11	6	15	"c(""ENST00000000442.10"", ""ENST00000405666.5"", ""ENST00000539594.5"", ""ENST00000467987.1"", ""ENST00000406310.5"")"
ENSG00000139182	E002	11.40103817	0.015269168	14.21438547	0.000163119	0.028290725	4.236980764	6.833252607	1.382132212	chr12	7130199	7130427	229	+	2	8	28	12	16	7	9	11	ENST00000266546.10
ENSG00000196456	E002	26.79422491	0.00497708	14.20845269	0.000163634	0.028304286	7.372303508	9.839945101	0.837589417	chr7	150379335	150379392	58	+	17	26	57	34	28	22	13	22	"c(""ENST00000329630.9"", ""ENST00000483664.5"")"
ENSG00000109670	E019	24.70826372	0.01845115	14.19883623	0.000164472	0.028359928	6.563402137	9.699305475	1.132302754	chr4	152346812	152346929	118	-	18	9	27	22	33	19	16	53	ENST00000604822.1
ENSG00000142546	E008	110.2666252	0.020905386	14.19233888	0.000165041	0.028396217	14.18170037	19.65435726	0.96127941	chr19	49556583	49556602	20	-	48	95	311	125	111	65	60	97	"c(""ENST00000596477.1"", ""ENST00000339093.7"", ""ENST00000598550.5"", ""ENST00000601340.5"", ""ENST00000599537.5"", ""ENST00000598820.5"", ""ENST00000598296.5"", ""ENST00000596358.5"")"
ENSG00000159388	E001	31.95524787	0.024940736	14.18752978	0.000165463	0.028436169	7.46803149	10.9017418	1.098228578	chr1	203305491	203305535	45	+	24	26	73	32	35	17	8	48	ENST00000475157.1
ENSG00000099899	E049	28.32726441	0.036760545	14.17951916	0.000166169	0.028456121	6.327580264	10.56548133	1.486883684	chr22	20116883	20116972	90	-	9	17	107	29	29	15	11	21	"c(""ENST00000403707.7"", ""ENST00000252136.11"", ""ENST00000439169.2"", ""ENST00000464535.1"", ""ENST00000404751.7"", ""ENST00000494641.1"")"
ENSG00000184640	E035	130.9040599	0.035768345	14.17970403	0.000166153	0.028456121	14.60313504	22.19411157	1.237401407	chr17	77402337	77402389	53	+	58	98	384	132	156	60	86	109	"c(""ENST00000590586.1"", ""ENST00000587514.1"", ""ENST00000590825.1"", ""ENST00000591198.5"", ""ENST00000431235.6"", ""ENST00000449803.6"", ""ENST00000592420.1"", ""ENST00000589140.1"", ""ENST00000588575.1"", ""ENST00000427674.6"", ""ENST00000590595.1"", ""ENST00000427177.5"", ""ENST00000586812.1"", ""ENST00000590294.5"", ""ENST00000329047.12"", ""ENST00000590576.5"", ""ENST00000589070.1"", ""ENST00000588690.5"", ""ENST00000423034.6"", ""ENST00000592098.1"", ""ENST00000591934.1"")"
ENSG00000139197	E019	14.79189011	0.044066381	14.16830586	0.000167163	0.028573353	4.596835362	8.024822945	1.612263587	chr12	7190153	7190216	64	+	6	16	39	18	21	6	4	12	"c(""ENST00000544456.5"", ""ENST00000396637.7"", ""ENST00000420616.6"", ""ENST00000535486.2"", ""ENST00000455147.6"", ""ENST00000536841.5"")"
ENSG00000165898	E004	14.45117934	0.095324487	14.16310754	0.000167625	0.028604699	3.637311483	8.442235621	2.435684714	chr14	74493772	74493845	74	+	5	6	65	13	15	5	4	10	"c(""ENST00000556816.5"", ""ENST00000298818.12"", ""ENST00000554924.1"", ""ENST00000555139.1"")"
ENSG00000082684	E014	183.6477655	0.021576521	14.16006126	0.000167897	0.028627788	18.64381317	25.35345461	0.918192462	chr3	122913858	122914001	144	-	89	155	474	171	239	132	129	124	"c(""ENST00000475244.5"", ""ENST00000393583.6"", ""ENST00000451055.6"", ""ENST00000357599.7"", ""ENST00000195173.8"", ""ENST00000616742.4"")"
ENSG00000184640	E032	111.9417395	0.011585918	14.15830493	0.000168054	0.028627788	15.10326006	19.63914023	0.774456272	chr17	77402101	77402200	100	+	72	112	253	111	122	76	65	110	"c(""ENST00000590586.1"", ""ENST00000587514.1"", ""ENST00000590825.1"", ""ENST00000591198.5"", ""ENST00000431235.6"", ""ENST00000449803.6"", ""ENST00000592420.1"", ""ENST00000589140.1"", ""ENST00000427674.6"", ""ENST00000427177.5"", ""ENST00000586812.1"", ""ENST00000590294.5"", ""ENST00000329047.12"", ""ENST00000590576.5"", ""ENST00000589070.1"", ""ENST00000588690.5"", ""ENST00000423034.6"", ""ENST00000587237.1"", ""ENST00000591833.5"", ""ENST00000592098.1"", ""ENST00000591934.1"")"
ENSG00000105556	E001	10.49350622	0.011943036	14.14922353	0.000168867	0.02873256	6.576295723	4.126823753	-1.34727844	chr19	301444	305572	4129	-	16	17	9	4	4	10	18	8	ENST00000264819.6
ENSG00000275023	E031	47.37141682	0.019546278	14.13280429	0.000170347	0.028916983	9.346761767	13.1123342	0.985764469	chr17	38721878	38722227	350	+	21	47	122	65	49	24	27	34	"c(""ENST00000621332.4"", ""ENST00000619356.1"")"
ENSG00000010322	E042	552.8698998	0.009598488	14.1299072	0.00017061	0.028928962	33.90767952	40.72817235	0.581969117	chr3	52487654	52488605	952	+	425	579	1106	579	638	436	381	380	"c(""ENST00000345716.8"", ""ENST00000489895.5"", ""ENST00000479054.5"")"
ENSG00000070756	E057	113.0305885	0.036305248	14.12815953	0.000170768	0.028937966	14.07134172	20.64275879	1.129943014	chr8	100721584	100721619	36	-	59	115	256	125	135	73	50	115	"c(""ENST00000520804.1"", ""ENST00000520142.1"", ""ENST00000519363.1"", ""ENST00000318607.9"", ""ENST00000522720.1"", ""ENST00000521865.5"", ""ENST00000521067.1"", ""ENST00000522387.5"")"
ENSG00000160014	E017	34.12157253	0.003163061	14.12481264	0.000171072	0.028955867	8.497384628	10.95518174	0.73813148	chr19	46607973	46608196	224	+	27	33	46	38	42	25	24	40	"c(""ENST00000486500.1"", ""ENST00000595072.1"")"
ENSG00000130749	E013	34.09590336	0.003554847	14.12243215	0.000171289	0.028966649	8.440171686	10.88954647	0.740236077	chr19	47085318	47085355	38	-	25	34	57	49	43	22	21	24	"c(""ENST00000253048.9"", ""ENST00000594019.5"", ""ENST00000601973.1"")"
ENSG00000167861	E043	46.93743484	0.002691685	14.12193125	0.000171335	0.028966649	10.19626534	12.65938187	0.630318024	chr17	74972591	74972716	126	-	51	49	88	52	53	27	23	41	"c(""ENST00000525128.5"", ""ENST00000530857.1"", ""ENST00000528902.1"", ""ENST00000579818.1"", ""ENST00000534480.5"", ""ENST00000425042.6"", ""ENST00000581676.1"")"
ENSG00000137100	E024	38.98412381	0.03286786	14.11718334	0.000171767	0.029023037	8.239007893	12.41516581	1.192296012	chr9	34620465	34620468	4	-	15	46	90	40	52	25	17	36	"c(""ENST00000259632.11"", ""ENST00000477738.6"", ""ENST00000378913.6"", ""ENST00000341694.6"", ""ENST00000378916.8"")"
ENSG00000083838	E021	37.9579833	0.005940204	14.10559656	0.000172829	0.029134881	8.833166336	11.49517855	0.765808632	chr19	58480176	58480328	153	+	25	39	91	46	42	20	21	28	"c(""ENST00000391694.4"", ""ENST00000335841.8"", ""ENST00000610298.1"", ""ENST00000622313.4"", ""ENST00000594369.5"")"
ENSG00000109133	E006	131.9919822	0.023080839	14.1059079	0.0001728	0.029134881	15.83900083	21.78269762	0.943098128	chr4	41935384	41935443	60	+	94	115	288	144	153	70	94	121	"c(""ENST00000510383.1"", ""ENST00000504986.5"", ""ENST00000264452.9"", ""ENST00000325094.9"")"
ENSG00000054116	E020	15.95276997	0.11662878	14.10291515	0.000173075	0.029137931	3.857203597	8.718157173	2.359443657	chr1	36149452	36149469	18	-	3	9	54	18	26	3	7	12	"c(""ENST00000373166.7"", ""ENST00000469757.1"", ""ENST00000373162.5"", ""ENST00000616395.4"", ""ENST00000373159.1"", ""ENST00000616074.4"")"
ENSG00000102858	E050	27.34122669	0.026444117	14.10008544	0.000173336	0.029153002	6.550489441	10.2876944	1.309186711	chr16	4688844	4688908	65	+	15	18	88	30	34	10	14	18	"c(""ENST00000588994.5"", ""ENST00000586183.5"", ""ENST00000399577.9"", ""ENST00000262370.11"", ""ENST00000415496.5"")"
ENSG00000242797	E004	82.36053773	0.009231143	14.0926263	0.000174025	0.029235141	13.48515309	16.73258609	0.63299572	chr3	52292730	52293026	297	-	67	74	168	94	78	64	72	55	ENST00000467187.1
ENSG00000090971	E007	48.59595179	0.002967434	14.08805331	0.000174448	0.029289443	10.30749982	12.65517938	0.597798881	chr19	55485730	55485780	51	+	23	52	86	51	57	29	37	60	"c(""ENST00000205194.4"", ""ENST00000591590.1"")"
ENSG00000120705	E026	80.86339016	0.005626931	14.08314236	0.000174904	0.029349131	13.41563426	16.40315296	0.589574889	chr5	138543097	138543151	55	-	57	79	106	100	67	68	66	108	"c(""ENST00000512198.1"", ""ENST00000572514.5"", ""ENST00000507939.5"", ""ENST00000360541.9"", ""ENST00000499810.6"")"
ENSG00000140750	E017	46.63570069	0.005359074	14.06264462	0.000176821	0.029602651	10.04982582	12.65968585	0.672444151	chr16	24935470	24935639	170	-	32	44	74	49	55	42	30	52	"c(""ENST00000572314.5"", ""ENST00000575283.5"", ""ENST00000570320.5"", ""ENST00000303665.9"", ""ENST00000289968.10"")"
ENSG00000266074	E021	11.30393558	0.033892914	14.06072852	0.000177001	0.029615835	3.650415241	6.714291506	1.761730816	chr17	81451971	81452107	137	+	3	7	48	9	15	3	3	8	"c(""ENST00000584436.7"", ""ENST00000307745.8"")"
ENSG00000179314	E016	10.71320082	0.011383735	14.05305118	0.000177725	0.029701674	6.802360247	4.156224835	-1.424611217	chr17	6080147	6080292	146	+	19	15	7	8	7	13	12	6	ENST00000576233.1
ENSG00000089006	E037	66.16206864	0.006928167	14.04859321	0.000178147	0.029739346	11.90209173	14.99319021	0.675017369	chr20	17967919	17968107	189	-	50	42	101	44	74	49	61	115	"c(""ENST00000606602.1"", ""ENST00000481323.1"", ""ENST00000606557.1"")"
ENSG00000006118	E014	118.6654308	0.009972004	14.04462405	0.000178523	0.029780111	20.03808124	16.24801291	-0.619541844	chr11	60927068	60927203	136	+	138	135	182	109	99	123	145	36	"c(""ENST00000534983.5"", ""ENST00000544098.1"")"
ENSG00000126214	E025	41.95312583	0.014385204	14.04386672	0.000178595	0.029780111	9.124420768	12.41344651	0.895731163	chr14	103693635	103693688	54	+	27	37	100	37	46	33	25	41	"c(""ENST00000557143.1"", ""ENST00000537046.6"", ""ENST00000347839.10"", ""ENST00000535194.2"", ""ENST00000246489.11"", ""ENST00000554228.5"")"
ENSG00000198720	E006	53.80906779	0.025495416	14.04050212	0.000178915	0.029816401	9.905452373	14.07815448	1.024965129	chr17	29607742	29607877	136	+	25	55	137	59	65	20	37	45	"c(""ENST00000583728.5"", ""ENST00000578811.1"", ""ENST00000614878.4"", ""ENST00000493506.5"", ""ENST00000394859.7"", ""ENST00000487527.5"", ""ENST00000488766.5"")"
ENSG00000104885	E028	41.96969387	0.033169222	14.03771313	0.000179181	0.029835913	8.383920064	12.40352681	1.138994	chr19	2214471	2214572	102	+	28	23	103	29	67	20	20	55	"c(""ENST00000608122.1"", ""ENST00000586024.1"", ""ENST00000591498.1"", ""ENST00000398665.7"")"
ENSG00000161013	E062	28.27886566	0.039947102	14.03524492	0.000179416	0.029848732	6.6957103	10.65763707	1.348473091	chr5	179806555	179806934	380	-	14	32	68	39	35	9	10	25	"c(""ENST00000518168.5"", ""ENST00000292591.11"")"
ENSG00000126217	E014	23.18122676	0.029764926	14.01865252	0.000181006	0.030061855	5.977632206	9.685035222	1.398546573	chr13	113001785	113001892	108	+	9	16	78	28	20	12	13	17	"c(""ENST00000375604.6"", ""ENST00000375597.8"", ""ENST00000486210.1"")"
ENSG00000072958	E044	56.22309018	0.01541705	14.01391497	0.000181463	0.030100648	10.48665668	14.26995209	0.898806437	chr19	16235147	16235345	199	+	42	48	141	58	65	43	24	43	"c(""ENST00000291439.7"", ""ENST00000586543.1"", ""ENST00000444449.6"")"
ENSG00000125691	E027	40.77327908	0.004329294	14.01301969	0.000181549	0.030100648	9.424583154	11.95072783	0.690938217	chr17	38853488	38853629	142	-	31	45	68	37	41	30	28	53	"c(""ENST00000378096.3"", ""ENST00000577760.1"")"
ENSG00000168917	E004	19.54536975	0.012066756	14.00933762	0.000181905	0.030142522	5.999507106	8.44905902	0.991660887	chr3	136819215	136819628	414	+	7	15	32	19	28	18	9	30	"c(""ENST00000472200.1"", ""ENST00000446465.2"")"
ENSG00000141568	E021	43.72690639	0.006874988	14.00807804	0.000182027	0.030145602	9.511224891	12.3827064	0.767932741	chr17	82520156	82520293	138	+	30	41	102	43	50	30	24	40	"c(""ENST00000335255.9"", ""ENST00000473637.6"", ""ENST00000622867.4"", ""ENST00000527313.6"")"
ENSG00000130702	E060	16.77641312	0.00631286	14.0050328	0.000182322	0.030177337	8.205878566	5.756768181	-1.026437694	chr20	62324555	62324871	317	-	16	18	27	13	12	20	22	9	ENST00000464134.1
ENSG00000163618	E065	32.81370201	0.073928066	14.00316574	0.000182503	0.030190193	6.555748188	12.28557517	1.823750752	chr3	62875030	62875241	212	-	14	31	98	48	43	17	8	12	"c(""ENST00000383710.8"", ""ENST00000283269.13"", ""ENST00000612439.4"", ""ENST00000357948.7"")"
ENSG00000156709	E026	24.33866911	0.011579089	14.00140595	0.000182674	0.03020134	6.850307344	9.560831655	0.966668866	chrX	130165665	130165680	16	-	16	28	37	21	32	11	15	38	"c(""ENST00000346424.6"", ""ENST00000319908.7"", ""ENST00000529877.1"", ""ENST00000535724.5"", ""ENST00000287295.7"")"
ENSG00000129757	E012	151.0796931	0.029029917	13.99696834	0.000183106	0.030238439	16.3901346	22.93663296	0.996919545	chr11	2885634	2885749	116	-	71	141	547	144	129	72	75	96	"c(""ENST00000440480.6"", ""ENST00000380725.1"", ""ENST00000414822.7"", ""ENST00000430149.2"")"
ENSG00000163931	E047	216.1109602	0.011959026	13.99403424	0.000183392	0.030268533	21.24444958	26.07220736	0.614988459	chr3	53255975	53255987	13	-	78	179	321	291	252	181	166	263	"c(""ENST00000450814.6"", ""ENST00000296289.10"", ""ENST00000483706.1"", ""ENST00000462138.5"", ""ENST00000472528.5"", ""ENST00000423525.6"", ""ENST00000423516.5"")"
ENSG00000130940	E012	10.25670062	0.014979009	13.9877678	0.000184004	0.030281874	3.90279304	6.42227965	1.439927242	chr1	10647213	10647800	588	-	2	9	21	12	19	5	5	10	ENST00000344008.5
ENSG00000134247	E003	70.99036822	0.006062348	13.99133306	0.000183655	0.030281874	12.5313382	15.44234985	0.611353597	chr1	116944679	116945092	414	+	58	69	117	70	69	53	48	94	ENST00000393203.2
ENSG00000147416	E004	55.49357911	0.066290719	13.98848016	0.000183934	0.030281874	8.840483135	15.38072326	1.614689578	chr8	20197424	20197438	15	+	25	46	168	58	65	24	24	51	"c(""ENST00000523478.5"", ""ENST00000276390.6"", ""ENST00000523482.5"", ""ENST00000520830.1"")"
ENSG00000172932	E048	66.75870756	0.004718065	13.98683581	0.000184095	0.030281874	12.07726399	14.97982772	0.629798542	chr11	67301789	67301823	35	+	43	69	156	74	69	44	45	49	"c(""ENST00000308440.10"", ""ENST00000513750.5"", ""ENST00000512231.5"", ""ENST00000507915.1"", ""ENST00000511455.6"", ""ENST00000514166.5"", ""ENST00000504236.1"", ""ENST00000447274.6"", ""ENST00000515828.1"")"
ENSG00000170265	E014	18.9170138	0.006684375	13.97960683	0.000184804	0.030364297	5.862688371	8.333914824	1.018598613	chr7	149224248	149224266	19	+	8	17	40	23	23	10	11	22	"c(""ENST00000610704.4"", ""ENST00000470381.1"", ""ENST00000479907.1"")"
ENSG00000204463	E036	143.7262431	0.014367592	13.97381704	0.000185374	0.030390307	17.20602919	22.18299797	0.753844377	chr6	31644317	31644414	98	-	89	164	265	180	204	111	80	75	"c(""ENST00000435080.5"", ""ENST00000437771.5"")"
ENSG00000136950	E004	25.76351971	0.006283514	13.97180124	0.000185573	0.030393529	7.154670707	9.615724769	0.857412744	chr9	124869205	124869439	235	+	17	16	33	27	39	24	18	32	"c(""ENST00000353214.6"", ""ENST00000259477.6"")"
ENSG00000137100	E022	132.0663379	0.012942869	13.95655011	0.000187085	0.030549764	16.7935048	21.21240863	0.691805913	chr9	34620369	34620443	75	-	71	173	234	136	146	105	85	130	"c(""ENST00000378911.3"", ""ENST00000421919.5"", ""ENST00000477738.6"", ""ENST00000259632.11"", ""ENST00000378913.6"", ""ENST00000341694.6"", ""ENST00000378916.8"")"
ENSG00000071051	E012	289.1424063	0.009845304	13.93944274	0.000188795	0.030760191	24.66179393	30.46077101	0.643023248	chr2	105881535	105882049	515	+	187	327	654	339	274	202	194	200	"c(""ENST00000393349.2"", ""ENST00000233154.8"")"
ENSG00000162302	E026	14.85206657	0.008569854	13.91498756	0.000191267	0.030991845	4.933474257	7.39250629	1.170146311	chr11	64369446	64369619	174	+	4	7	34	21	18	11	9	16	"c(""ENST00000528355.5"", ""ENST00000528057.5"", ""ENST00000334205.8"", ""ENST00000530504.1"")"
ENSG00000087365	E013	154.4842094	0.012804631	13.91026719	0.000191748	0.030999039	17.96826119	22.91050032	0.722506001	chr11	66052400	66052406	7	+	121	152	304	164	170	90	123	137	"c(""ENST00000322535.10"", ""ENST00000531589.5"", ""ENST00000528302.5"", ""ENST00000524627.5"", ""ENST00000530322.5"", ""ENST00000533595.5"", ""ENST00000531041.1"")"
ENSG00000070756	E056	131.9710258	0.032709669	13.90255587	0.000192536	0.031035598	15.43461939	22.07774213	1.059252339	chr8	100721567	100721583	17	-	77	128	285	137	169	98	55	133	"c(""ENST00000520804.1"", ""ENST00000520142.1"", ""ENST00000519363.1"", ""ENST00000318607.9"", ""ENST00000522720.1"", ""ENST00000517921.1"", ""ENST00000521865.5"", ""ENST00000521067.1"", ""ENST00000522387.5"")"
